ticket_id,created_at,channel,category,subcategory,priority,customer_message,assigned_team,agent_id,first_response_min,resolution_min,resolution_status,csat_score,contacts_per_ticket,cost_usd,market
TKT-100651,2026-02-16 10:05:23,social,billing,subscription_cancel,low,getting charged for groupon+ but never signed up for it.,in_house,IH-035,55.2,56.2,resolved,4,3,5.07,UK
TKT-107413,2026-02-16 10:07:13,email,order_status,wrong_item,medium,Status says 'shipped' but carrier has no record of it. this is ridiculous,bpo_vendorA,VA-009,46.3,47.3,resolved,4,4,2.62,DE
TKT-100101,2026-02-16 10:13:21,email,refund,refund_not_received,high,I've been waiting 2 weeks for my refund and still nothing.,bpo_vendorB,VB-004,139.2,,abandoned,2,8,2.54,UK
TKT-104513,2026-02-16 10:13:36,email,merchant_issue,,low,The service quality was far below what was advertised.,bpo_vendorA,VA-041,204.3,255.9,escalated,3,8,3.97,US
TKT-105279,2026-02-16 10:15:41,email,billing,double_charge,medium,I cancelled within the window but was still charged.,bpo_vendorA,VA-049,63.5,344.6,resolved,3,3,5.44,DE
TKT-105429,2026-02-16 10:18:03,chat,merchant_issue,redemption_problem,medium,The merchant was rude and refused to accept my Groupon.,bpo_vendorA,VA-008,8.7,48.7,escalated,,6,2.05,US
TKT-100724,2026-02-16 10:18:50,phone,other,feedback,low,What's your return policy?,bpo_vendorA,VA-021,41.5,55.4,escalated,3,7,4.46,DE
TKT-101857,2026-02-16 10:19:20,phone,billing,,urgent,My bank flagged a Groupon charge as suspicious.,in_house,IH-001,30.0,48.5,escalated,3,8,6.81,FR
TKT-105096,2026-02-16 10:25:17,phone,refund,full_refund,medium,I've been waiting 2 weeks for my refund and still nothing.,bpo_vendorA,VA-001,23.1,,pending,2,2,4.72,FR
TKT-109328,2026-02-16 10:28:21,chat,billing,subscription_cancel,low,Can you update my payment method?,in_house,IH-025,6.2,31.3,resolved,4,4,4.53,ES
TKT-106904,2026-02-16 10:35:58,chat,other,feedback,urgent,Is Groupon still operating? I heard rumors you were shutting down.,ai_chatbot,,0.3,1.5,escalated,3,4,0.11,US
TKT-109071,2026-02-16 10:46:57,social,merchant_issue,,high,The merchant was rude and refused to accept my Groupon.,ai_chatbot,,1.2,,abandoned,1,5,0.16,US
TKT-104176,2026-02-16 10:52:32,email,other,general_inquiry,low,just wanted to say i had a great experience with my last deal!,bpo_vendorA,VA-031,85.9,86.9,resolved,3,2,3.01,IT
TKT-109956,2026-02-16 10:55:59,email,other,partnership,high,How do I become a merchant on Groupon?,in_house,IH-004,35.4,36.4,escalated,5,4,4.98,US
TKT-105589,2026-02-16 10:59:41,email,refund,full_refund,medium,"The experience was terrible, nothing like advertised. Refund please!",bpo_vendorA,VA-033,75.5,,pending,4,4,3.53,AU
TKT-103190,2026-02-16 11:01:56,chat,voucher_problem,voucher_not_working,medium,I need to change the date on my voucher booking,bpo_vendorB,VB-006,3.2,32.0,escalated,3,5,2.14,DE
TKT-103766,2026-02-16 11:04:29,email,billing,subscription_cancel,high,I see an unauthorized charge on my credit card from Groupon.,bpo_vendorA,VA-003,65.3,140.1,escalated,,9,4.3,US
TKT-104915,2026-02-16 11:07:30,email,billing,promo_code_issue,low,Getting charged for Groupon+ but never signed up for it.,bpo_vendorA,VA-010,115.6,116.6,resolved,4,6,3.01,FR
TKT-102512,2026-02-16 11:16:23,social,other,general_inquiry,high,"I'm a journalist writing about daily deals, can I speak with PR?",ai_chatbot,,0.9,20.7,resolved,,5,0.14,US
TKT-101616,2026-02-16 11:16:32,chat,merchant_issue,,medium,Merchant added extra charges not mentioned in the deal.,ai_chatbot,,0.9,5.3,resolved,4,4,0.13,DE
TKT-109103,2026-02-16 11:18:01,social,voucher_problem,voucher_not_working,high,I have a voucher for a deal that's no longer available.,bpo_vendorB,VB-030,38.7,49.4,escalated,3,6,1.76,US
TKT-106828,2026-02-16 11:20:00,email,voucher_problem,,high,"My voucher expired before I could use it, can you extend it?",in_house,IH-009,25.7,52.4,escalated,4,8,4.84,AU
TKT-103186,2026-02-16 11:21:34,chat,billing,,high,Can you update my payment method?,ai_chatbot,,0.3,2.6,resolved,4,3,0.09,US
TKT-107482,2026-02-16 11:24:00,social,order_status,wrong_item,urgent,"i received the wrong item, this isn't what i ordered.",bpo_vendorA,VA-017,35.4,98.4,resolved,4,3,4.01,ES
TKT-109001,2026-02-16 11:27:56,phone,order_status,wrong_item,high,Where is my order? It's been 5 days and no update.,bpo_vendorA,VA-013,17.3,27.9,escalated,2,6,3.84,AU
TKT-102876,2026-02-16 11:30:11,social,billing,double_charge,high,i see an unauthorized charge on my credit card from groupon.,bpo_vendorA,VA-046,36.1,108.3,resolved,4,6,3.84,AU
TKT-105198,2026-02-16 11:33:52,email,account,account_locked,medium,I have two accounts and need to merge them.,in_house,IH-001,72.9,73.9,resolved,4,2,5.83,DE
TKT-109105,2026-02-16 11:35:25,phone,refund,,low,I bought a voucher last week and it doesn't work. I want my money back.,bpo_vendorA,VA-014,12.5,,pending,3,4,4.53,UK
TKT-107884,2026-02-16 11:38:38,social,other,general_inquiry,medium,I have a suggestion for improving the app.,in_house,IH-034,36.3,67.7,escalated,3,4,6.04,UK
TKT-107758,2026-02-16 11:41:39,chat,other,general_inquiry,urgent,Do you have any deals for [city]?,ai_chatbot,,0.3,4.0,resolved,4,2,0.12,AU
TKT-101283,2026-02-16 11:44:10,email,other,,medium,what's your return policy?,bpo_vendorA,VA-039,141.5,301.0,escalated,,6,6.85,UK
TKT-100987,2026-02-16 11:44:19,social,order_status,wrong_item,low,"i received the wrong item, this isn't what i ordered.",ai_chatbot,,5.3,6.6,resolved,4,2,0.12,UK
TKT-106865,2026-02-16 11:44:37,email,account,delete_account,high,"I can't reset my password, the email never arrives.",ai_chatbot,,1.7,0.5,resolved,,1,0.17,US
TKT-106955,2026-02-16 11:48:11,chat,refund,refund_not_received,low,The experience was terrible nothing like advertised Refund please!,bpo_vendorB,VB-022,11.0,18.4,resolved,4,5,1.42,DE
TKT-105123,2026-02-16 11:49:51,email,billing,double_charge,high,I was charged the wrong amount for my purchase.,bpo_vendorA,VA-011,118.1,119.1,escalated,3,6,2.81,AU
TKT-104448,2026-02-16 11:51:40,phone,other,,high,Is Groupon still operating? I heard rumors you were shutting down.,bpo_vendorB,VB-034,5.6,,abandoned,3,4,3.65,AU
TKT-102523,2026-02-16 11:54:53,phone,order_status,wrong_item,medium,I need to change the delivery address for my order.,bpo_vendorA,VA-012,13.5,28.5,resolved,5,4,3.53,FR
TKT-106930,2026-02-16 12:02:30,chat,merchant_issue,redemption_problem,low,Merchant location was permanently closed when I arrived.,in_house,IH-028,1.7,15.3,resolved,,4,3.27,US
TKT-108719,2026-02-16 12:05:23,chat,other,feedback,high,I have a suggestion for improving the app. URGENT!!!,bpo_vendorA,VA-009,2.7,57.6,resolved,,5,2.11,US
TKT-108099,2026-02-16 12:06:04,phone,merchant_issue,redemption_problem,high,The service quality was far below what was advertised.,bpo_vendorA,VA-024,25.3,224.9,resolved,4,6,6.02,FR
TKT-104565,2026-02-16 12:10:45,phone,order_status,,medium,My order status has been 'processing' for a week now.,in_house,IH-033,12.0,19.1,resolved,4,3,7.03,US
TKT-105304,2026-02-16 12:15:42,chat,voucher_problem,wrong_voucher,high,The voucher code isn't working when I try to redeem it.,ai_chatbot,,0.4,1.6,resolved,5,2,0.15,US
TKT-106945,2026-02-16 12:16:25,email,billing,payment_failed,high,"I was charged twice for the same deal, please fix this.",in_house,IH-006,15.8,203.4,resolved,2,4,7.85,UK
TKT-102321,2026-02-16 12:20:07,social,account,account_locked,high,Need to update my phone number on the account.,in_house,IH-004,12.2,23.0,resolved,4,4,3.25,ES
TKT-108991,2026-02-16 12:20:30,phone,billing,,urgent,The promo code I used didn't apply the discount.,bpo_vendorA,VA-034,3.1,30.0,escalated,4,5,4.39,US
TKT-101761,2026-02-16 12:21:29,chat,other,feedback,medium,I'm a journalist writing about daily deals can I speak with PR?,ai_chatbot,,0.3,6.2,resolved,3,1,0.1,US
TKT-105743,2026-02-16 12:23:09,chat,account,email_change,high,My account shows purchases I didn't make.,ai_chatbot,,0.8,9.1,resolved,4,2,0.16,AU
TKT-107994,2026-02-16 12:25:33,email,merchant_issue,merchant_no_show,low,merchant added extra charges not mentioned in the deal.,bpo_vendorA,VA-012,66.3,167.2,resolved,5,2,4.3,ES
TKT-102571,2026-02-16 12:29:13,phone,billing,payment_failed,low,The promo code I used didn't apply the discount.,bpo_vendorA,VA-019,17.7,48.6,escalated,2,7,4.43,FR
TKT-109555,2026-02-16 12:32:10,chat,other,,high,What's your return policy?,ai_chatbot,,0.4,1.4,escalated,,6,0.1,US
TKT-103228,2026-02-16 12:37:30,email,account,delete_account,medium,Need to update my phone number on the account.,bpo_vendorB,VB-008,688.2,5423.8,resolved,4,4,47.86,IT
TKT-103690,2026-02-16 12:44:27,email,merchant_issue,service_quality,medium,Merchant added extra charges not mentioned in the deal.,bpo_vendorB,VB-037,62.0,,abandoned,1,6,2.65,AU
TKT-102491,2026-02-16 12:47:44,email,order_status,tracking_issue,low,Can you confirm my order went through? I didn't get a confirmation email.,in_house,IH-033,624.1,1182.3,resolved,4,3,19.16,DE
TKT-106677,2026-02-16 12:49:21,phone,order_status,,high,"I received the wrong item, this isn't what I ordered.",in_house,IH-032,4.4,15.7,resolved,-1,3,8.44,US
TKT-108103,2026-02-16 12:49:55,phone,billing,payment_failed,urgent,I was charged the wrong amount for my purchase.,in_house,IH-014,6.7,27.9,escalated,4,7,6.64,US
TKT-105821,2026-02-16 12:53:25,email,refund,partial_refund,medium,I bought a voucher last week and it doesn't work. I want my money back.,in_house,IH-030,129.5,130.5,escalated,3,5,6.68,US
TKT-104795,2026-02-16 12:58:00,chat,refund,refund_policy_question,medium,I've been waiting 2 weeks for my refund and still nothing.,bpo_vendorA,VA-018,5.2,,pending,5,4,2.13,UK
TKT-103409,2026-02-16 13:12:05,chat,order_status,,medium,Package shows delivered to wrong address.,ai_chatbot,,1.4,12.2,resolved,5,3,0.13,AU
TKT-108226,2026-02-16 13:13:20,phone,account,account_locked,low,I have two accounts and need to merge them.,in_house,IH-025,11.9,,pending,4,3,8.37,UK
TKT-108476,2026-02-16 13:17:40,email,merchant_issue,merchant_no_show,high,The merchant is asking for additional payment beyond the Groupon price.,bpo_vendorB,VB-025,24.7,25.7,resolved,4,5,2.75,US
TKT-104600,2026-02-16 13:18:57,chat,order_status,wrong_item,high,Can you confirm my order went through? I didn't get a confirmation email.,ai_chatbot,,0.6,4.3,escalated,3,5,0.1,US
TKT-108869,2026-02-16 13:19:43,chat,account,account_locked,medium,I have two accounts and need to merge them.,ai_chatbot,,0.4,7.4,resolved,3,3,0.11,FR
TKT-101056,2026-02-16 13:20:00,social,billing,double_charge,low,I cancelled within the window but was still charged.,bpo_vendorA,VA-020,129.8,,abandoned,1,7,3.0,AU
TKT-104260,2026-02-16 13:22:10,chat,other,,medium,Just wanted to say I had a great experience with my last deal!,ai_chatbot,,0.5,2.5,resolved,3,2,0.1,US
TKT-108757,2026-02-16 13:26:22,chat,order_status,,medium,Tracking shows delivered but I never got it.,ai_chatbot,,0.9,10.0,resolved,4,3,0.14,ES
TKT-102518,2026-02-16 13:27:41,phone,account,email_change,medium,I have two accounts and need to merge them.,bpo_vendorB,VB-034,11.8,31.1,resolved,5,6,3.2,US
TKT-103935,2026-02-16 13:28:20,chat,other,,low,"I'm a journalist writing about daily deals, can I speak with PR?",bpo_vendorA,VA-034,5.6,14.7,resolved,4,5,2.73,US
TKT-102290,2026-02-16 13:28:41,chat,refund,refund_policy_question,low,Merchant went out of business before I could use my voucher. this is ridiculous,ai_chatbot,,1.5,9.7,resolved,3,3,0.15,FR
TKT-105755,2026-02-16 13:28:52,social,merchant_issue,,low,Merchant location was permanently closed when I arrived.,bpo_vendorA,VA-020,59.2,60.3,escalated,2,8,3.84,US
TKT-106919,2026-02-16 13:33:17,chat,voucher_problem,wrong_voucher,high,I have a voucher for a deal that's no longer available.,bpo_vendorA,VA-049,2.0,-67.1,resolved,5,5,1.99,US
TKT-105595,2026-02-16 13:35:19,chat,order_status,wrong_item,medium,"I received the wrong item, this isn't what I ordered. please help",ai_chatbot,,0.5,3.9,escalated,,4,0.1,US
TKT-109299,2026-02-16 13:35:32,chat,voucher_problem,wrong_voucher,medium,"My voucher expired before I could use it, can you extend it?",in_house,IH-026,2.2,9.6,resolved,,3,4.02,UK
TKT-103055,2026-02-16 13:36:01,chat,order_status,order_not_received,low,Where is my order? It's been 5 days and no update.,bpo_vendorB,VB-023,4.4,8.7,resolved,5,6,2.09,US
TKT-109119,2026-02-16 13:37:21,phone,order_status,delivery_delayed,high,Can you confirm my order went through? I didn't get a confirmation email.,bpo_vendorA,VA-033,22.4,23.4,resolved,4,4,4.8,AU
TKT-106981,2026-02-16 13:39:19,chat,refund,,medium,Can I get a partial refund? The service was only half of what was promised. URGENT!!!,ai_chatbot,,0.5,5.8,escalated,3,5,0.11,US
TKT-101115,2026-02-16 13:42:48,email,refund,,low,"Double charged on my last purchase, need one refund.",bpo_vendorA,VA-033,203.9,,abandoned,3,6,2.33,UK
TKT-102617,2026-02-16 13:46:00,chat,merchant_issue,redemption_problem,low,The service quality was far below what was advertised.,bpo_vendorB,VB-026,22.9,,pending,2,5,1.68,US
TKT-105563,2026-02-16 13:48:13,phone,refund,partial_refund,medium,Can I get a partial refund? The service was only half of what was promised.,in_house,IH-017,14.5,35.4,escalated,4,6,5.28,DE
TKT-102609,2026-02-16 13:52:30,email,billing,,medium,My bank flagged a Groupon charge as suspicious,bpo_vendorB,VB-010,82.3,308.0,escalated,1,9,3.21,ES
TKT-105281,2026-02-16 13:57:59,email,account,delete_account,medium,"I can't reset my password, the email never arrives.",in_house,IH-034,31.0,93.8,resolved,5,4,4.26,AU
TKT-100304,2026-02-16 14:02:58,chat,merchant_issue,service_quality,urgent,Merchant added extra charges not mentioned in the deal.,in_house,IH-023,0.4,24.1,resolved,4,4,2.92,US
TKT-109849,2026-02-16 14:04:31,email,refund,,medium,"The experience was terrible, nothing like advertised. Refund please!",in_house,IH-005,42.3,73.2,escalated,3,4,6.58,UK
TKT-100939,2026-02-16 14:07:15,email,account,account_locked,medium,I want to delete my account and all my data,bpo_vendorA,VA-022,75.6,86.3,resolved,4,3,2.93,US
TKT-106461,2026-02-16 14:07:43,chat,merchant_issue,,medium,I booked an appointment but merchant says they're not participating anymore.,bpo_vendorB,VB-019,6.5,18.0,escalated,,9,1.69,US
TKT-104419,2026-02-16 14:09:43,email,other,general_inquiry,urgent,"I'm a journalist writing about daily deals, can I speak with PR?",in_house,IH-004,24.5,25.5,resolved,,3,6.18,IT
TKT-100221,2026-02-16 14:13:45,social,billing,promo_code_issue,high,My bank flagged a Groupon charge as suspicious.,in_house,IH-006,52.8,132.3,resolved,,4,6.31,FR
TKT-101962,2026-02-16 14:16:38,email,refund,full_refund,medium,I bought a voucher last week and it doesn't work. I want my money back.,in_house,IH-020,29.4,109.3,resolved,4,3,7.06,US
TKT-100162,2026-02-16 14:18:03,chat,other,,medium,Can you recommend a good restaurant deal in my area?,bpo_vendorA,VA-043,3.4,4.4,resolved,,2,2.28,FR
TKT-107649,2026-02-16 14:20:52,chat,voucher_problem,voucher_expired,medium,My voucher won't load on the mobile app.,bpo_vendorB,VB-037,5.1,12.2,resolved,5,5,1.71,FR
TKT-105008,2026-02-16 14:23:10,email,order_status,delivery_delayed,high,package shows delivered to wrong address. ...,in_house,IH-009,60.8,71.7,resolved,4,3,4.83,FR
TKT-103983,2026-02-16 14:23:23,phone,voucher_problem,voucher_expired,medium,Voucher says valid until next month but merchant won't accept it.,in_house,IH-018,46.7,47.7,resolved,5,1,6.73,US
TKT-106266,2026-02-16 14:24:01,email,refund,,low,"I want to return this product, how do I get refunded?",bpo_vendorA,VA-037,214.7,215.7,resolved,,6,4.68,UK
TKT-103375,2026-02-16 14:26:38,email,billing,subscription_cancel,low,I keep getting charged monthly but I cancelled my subscription.,bpo_vendorA,VA-017,123.4,124.4,resolved,4,5,3.38,AU
TKT-106116,2026-02-16 14:31:18,email,voucher_problem,voucher_transfer,high,Can I transfer my voucher to someone else?,ai_chatbot,,0.7,5.1,escalated,3,7,0.12,US
TKT-103023,2026-02-16 14:36:01,email,voucher_problem,voucher_transfer,high,"My voucher expired before I could use it, can you extend it?",ai_chatbot,,0.8,8.5,resolved,,1,0.16,UK
TKT-100218,2026-02-16 14:40:45,email,order_status,tracking_issue,medium,Order is stuck in transit for over 10 days,bpo_vendorB,VB-028,41.8,57.7,resolved,,6,2.74,US
TKT-102633,2026-02-16 14:41:51,email,refund,full_refund,medium,I've been waiting 2 weeks for my refund and still nothing.,bpo_vendorB,VB-034,653.0,1743.0,resolved,2,3,11.22,UK
TKT-107436,2026-02-16 14:44:05,phone,billing,double_charge,medium,Getting charged for Groupon+ but never signed up for it.,in_house,IH-005,9.7,22.2,resolved,4,1,8.86,DE
TKT-105684,2026-02-16 14:44:31,social,order_status,tracking_issue,urgent,Can you confirm my order went through? I didn't get a confirmation email.,bpo_vendorB,VB-018,14.0,44.2,resolved,3,4,1.67,FR
TKT-105214,2026-02-16 14:46:46,chat,voucher_problem,voucher_transfer,medium,I received the wrong voucher for my purchase.,ai_chatbot,,2.5,10.4,escalated,,2,0.09,ES
TKT-103506,2026-02-16 14:51:16,social,refund,refund_not_received,medium,"the experience was terrible, nothing like advertised. refund please!",in_house,IH-026,,44.7,resolved,4,4,4.68,UK
TKT-109506,2026-02-16 14:56:51,chat,account,email_change,high,Need to change the email address on my account.,ai_chatbot,,0.3,7.0,resolved,3,2,0.16,IT
TKT-105903,2026-02-16 14:59:21,email,voucher_problem,voucher_transfer,low,The fine print says something different than the deal page.,in_house,IH-019,,176.9,resolved,,2,4.9,US
TKT-109040,2026-02-16 15:02:22,phone,merchant_issue,,low,Merchant added extra charges not mentioned in the deal.,in_house,IH-029,18.4,30.4,resolved,5,6,0.0,US
TKT-107960,2026-02-16 15:05:48,phone,refund,partial_refund,urgent,I need a refund for my purchase the deal was not what was described,bpo_vendorB,VB-031,3.2,23.2,resolved,4,5,3.32,AU
TKT-102533,2026-02-16 15:05:49,email,order_status,tracking_issue,low,I need to change the delivery address for my order.,bpo_vendorA,VA-015,232.5,,pending,4,5,3.58,UK
TKT-102070,2026-02-16 15:09:07,email,other,,low,Just wanted to say I had a great experience with my last deal!,in_house,IH-021,42.3,121.3,resolved,5,3,6.02,UK
TKT-103919,2026-02-16 15:14:26,phone,voucher_problem,,medium,Voucher says valid until next month but merchant won't accept it.,in_house,IH-007,10.4,21.7,resolved,4,2,5.64,IT
TKT-105290,2026-02-16 15:16:50,chat,order_status,,medium,"I received the wrong item, this isn't what I ordered.",bpo_vendorA,VA-033,10.0,32.6,resolved,3,4,2.11,FR
TKT-103796,2026-02-16 15:17:06,chat,account,,low,"I can't reset my password, the email never arrives.",ai_chatbot,,2.8,,abandoned,2,4,0.14,IT
TKT-107765,2026-02-16 15:17:45,email,order_status,order_not_received,low,I need to change the delivery address for my order.,ai_chatbot,,1.3,,abandoned,2,5,0.15,AU
TKT-103486,2026-02-16 15:22:32,email,other,feedback,medium,"I'm a journalist writing about daily deals, can I speak with PR?",ai_chatbot,,0.4,0.1,resolved,2,2,0.11,DE
TKT-104335,2026-02-16 15:27:29,phone,refund,partial_refund,medium,Can I get a partial refund? The service was only half of what was promised.,in_house,IH-022,10.8,30.1,escalated,4,6,6.32,FR
TKT-106417,2026-02-16 15:29:45,social,order_status,tracking_issue,urgent,Package shows delivered to wrong address.,in_house,IH-035,6.9,,pending,3,2,3.34,IT
TKT-101501,2026-02-16 15:35:21,email,other,feedback,high,"I'm a journalist writing about daily deals, can I speak with PR?",bpo_vendorA,VA-006,26.9,27.9,resolved,3,3,3.5,AU
TKT-102426,2026-02-16 15:40:21,email,merchant_issue,merchant_closed,medium,Merchant says they never agreed to this deal on Groupon.,in_house,IH-013,43.4,207.4,resolved,,5,9.3,US
TKT-101007,2026-02-16 15:45:03,phone,order_status,,high,When will my voucher be activated? I purchased it yesterday.,bpo_vendorA,VA-040,5.3,25.2,resolved,5,5,3.88,US
TKT-106434,2026-02-16 15:47:03,chat,refund,full_refund,low,"The experience was terrible, nothing like advertised. Refund please! this is ridiculous",in_house,IH-013,4.9,21.4,resolved,4,3,3.86,UK
TKT-103660,2026-02-16 15:48:43,email,order_status,tracking_issue,urgent,Package shows delivered to wrong address.,bpo_vendorB,VB-023,61.3,127.7,escalated,,8,2.71,FR
TKT-102475,2026-02-16 15:50:12,social,order_status,delivery_delayed,high,My order status has been 'processing' for a week now. URGENT!!!,bpo_vendorA,VA-020,34.2,44.5,resolved,,3,2.94,ES
TKT-104312,2026-02-16 15:50:40,social,merchant_issue,service_quality,medium,I booked an appointment but merchant says they're not participating anymore. URGENT!!!,ai_chatbot,,1.2,7.9,resolved,,4,0.11,US
TKT-103861,2026-02-16 15:53:22,chat,other,general_inquiry,high,Just wanted to say I had a great experience with my last deal!,ai_chatbot,,0.6,3.3,resolved,4,3,0.11,AU
TKT-107582,2026-02-16 15:56:03,phone,merchant_issue,merchant_no_show,medium,Merchant added extra charges not mentioned in the deal.,in_house,IH-024,9.2,320.6,resolved,4,3,11.77,AU
TKT-101344,2026-02-16 15:58:47,email,voucher_problem,voucher_not_working,medium,The fine print says something different than the deal page.,ai_chatbot,,1.1,10.8,resolved,,1,0.2,US
TKT-104067,2026-02-16 16:00:29,chat,refund,full_refund,medium,I've been waiting 2 weeks for my refund and still nothing.,bpo_vendorA,VA-037,2.2,13.3,resolved,4,5,2.47,ES
TKT-100087,2026-02-16 16:08:27,phone,order_status,tracking_issue,high,Order is stuck in transit for over 10 days.,bpo_vendorA,VA-004,6.4,19.6,resolved,,4,5.31,UK
TKT-100361,2026-02-16 16:09:40,email,order_status,,medium,When will my voucher be activated? I purchased it yesterday.,in_house,IH-006,256.3,257.3,resolved,,5,10.19,AU
TKT-102142,2026-02-16 16:12:06,chat,other,feedback,medium,Do you have any deals for [city]?,bpo_vendorA,VA-014,2.7,,abandoned,2,3,2.4,AU
TKT-107269,2026-02-16 16:14:12,chat,other,,urgent,I have a suggestion for improving the app.,bpo_vendorA,VA-043,7.8,,pending,4,4,2.53,ES
TKT-108786,2026-02-16 16:15:26,phone,billing,subscription_cancel,medium,I cancelled within the window but was still charged.,in_house,IH-010,,16.5,resolved,5,5,7.23,US
TKT-102908,2026-02-16 16:16:33,social,voucher_problem,,medium,Can I transfer my voucher to someone else?,bpo_vendorB,VB-014,84.8,122.9,resolved,3,5,2.82,US
TKT-107743,2026-02-16 16:16:42,chat,refund,partial_refund,high,"I need a refund for my purchase, the deal was not what was described.",ai_chatbot,,0.5,,abandoned,,1,0.1,US
TKT-100982,2026-02-16 16:21:43,email,merchant_issue,service_quality,low,The merchant's phone number on the deal is disconnected.,in_house,IH-002,116.8,176.6,resolved,3,4,5.38,US
TKT-103452,2026-02-16 16:25:32,chat,refund,,low,"Double charged on my last purchase, need one refund.",ai_chatbot,,1.1,3.5,escalated,3,4,0.14,US
TKT-109667,2026-02-16 16:26:28,chat,order_status,,medium,When will my voucher be activated? I purchased it yesterday. ??,ai_chatbot,,0.9,5.0,resolved,5,1,0.09,US
TKT-108428,2026-02-16 16:26:47,phone,account,,high,Someone hacked my account and made purchases.,bpo_vendorB,VB-004,11.9,56.5,resolved,2,3,2.76,AU
TKT-105918,2026-02-16 16:26:51,phone,account,email_change,low,Need to update my phone number on the account.,in_house,IH-025,7.3,24.1,resolved,5,4,6.83,US
TKT-102873,2026-02-16 16:29:01,chat,refund,partial_refund,high,Merchant went out of business before I could use my voucher.,ai_chatbot,,0.2,13.9,escalated,3,4,0.14,US
TKT-102907,2026-02-16 16:33:53,email,other,feedback,high,"I'm a journalist writing about daily deals, can I speak with PR?",ai_chatbot,,0.7,6.0,resolved,4,3,0.15,US
TKT-106649,2026-02-16 16:35:30,chat,merchant_issue,redemption_problem,urgent,The merchant was rude and refused to accept my Groupon,ai_chatbot,,0.4,91.8,resolved,,4,0.17,AU
TKT-103505,2026-02-16 16:36:12,phone,order_status,order_not_received,high,Where is my order? It's been 5 days and no update.,in_house,IH-035,3.9,16.6,resolved,,3,5.8,US
TKT-104124,2026-02-16 16:36:17,chat,voucher_problem,,low,The voucher code isn't working when I try to redeem it.,ai_chatbot,,6.3,21.2,escalated,4,4,0.11,AU
TKT-109028,2026-02-16 16:38:19,chat,account,password_reset,medium,"I can't reset my password, the email never arrives.",ai_chatbot,,0.2,2.9,resolved,4,1,0.09,US
TKT-106986,2026-02-16 16:40:17,phone,merchant_issue,merchant_closed,low,I booked an appointment but merchant says they're not participating anymore.,in_house,IH-012,17.0,43.3,resolved,,3,5.75,US
TKT-100488,2026-02-16 16:50:35,phone,voucher_problem,voucher_not_working,low,The fine print says something different than the deal page. URGENT!!!,in_house,IH-016,37.4,38.4,resolved,5,4,8.41,UK
TKT-101110,2026-02-16 16:54:19,email,order_status,tracking_issue,low,I need to change the delivery address for my order.,ai_chatbot,,2.1,7.7,escalated,4,4,0.18,IT
TKT-106426,2026-02-16 16:55:24,email,merchant_issue,merchant_closed,high,Merchant provided a completely different service than described.,bpo_vendorA,VA-018,59.0,91.6,resolved,4,6,3.89,IT
TKT-107678,2026-02-16 17:05:59,social,refund,,medium,"Double charged on my last purchase, need one refund.",ai_chatbot,,1.3,12.7,resolved,4,1,0.17,US
TKT-102153,2026-02-16 17:07:00,social,voucher_problem,voucher_not_working,medium,The voucher code isn't working when I try to redeem it.,in_house,IH-021,17.4,47.5,resolved,,2,4.33,UK
TKT-103665,2026-02-16 17:08:17,chat,account,email_change,high,"I can't reset my password, the email never arrives.",ai_chatbot,,0.4,2.8,escalated,3,5,0.1,US
TKT-107122,2026-02-16 17:09:22,email,merchant_issue,service_quality,medium,waited 2 hours at the merchant with my groupon and was turned away.,bpo_vendorA,VA-029,,427.5,resolved,4,5,6.25,US
TKT-106871,2026-02-16 17:12:06,social,merchant_issue,,medium,The merchant is asking for additional payment beyond the Groupon price.,bpo_vendorA,VA-050,52.1,126.1,resolved,3,3,3.8,US
TKT-106942,2026-02-16 17:13:19,chat,refund,refund_not_received,medium,I bought a voucher last week and it doesn't work. I want my money back.,ai_chatbot,,3.2,,pending,4,2,0.1,ES
TKT-103306,2026-02-16 17:15:29,email,refund,partial_refund,low,Requesting refund - merchant refused to honor the deal.,ai_chatbot,,5.4,6.5,escalated,2,6,0.18,AU
TKT-101667,2026-02-16 17:21:53,social,refund,refund_policy_question,medium,"Double charged on my last purchase, need one refund. please help",ai_chatbot,,,11.0,resolved,4,2,0.17,US
TKT-104114,2026-02-16 17:24:16,chat,billing,,medium,I cancelled within the window but was still charged.,ai_chatbot,,0.6,12.8,resolved,4,5,0.1,IT
TKT-100200,2026-02-16 17:26:00,phone,merchant_issue,service_quality,medium,The merchant's phone number on the deal is disconnected.,bpo_vendorA,VA-019,10.5,70.6,resolved,3,3,5.21,US
TKT-107811,2026-02-16 17:26:27,chat,billing,subscription_cancel,high,I was charged the wrong amount for my purchase.,in_house,IH-001,2.3,9.9,resolved,3,4,2.76,IT
TKT-100665,2026-02-16 17:30:48,email,other,partnership,high,What's your return policy?,bpo_vendorA,VA-035,61.1,62.1,resolved,5,3,4.26,US
TKT-106709,2026-02-16 17:38:48,email,order_status,,medium,When will my voucher be activated? I purchased it yesterday.,ai_chatbot,,1.1,4.9,resolved,3,3,0.16,IT
TKT-108475,2026-02-16 17:39:15,chat,refund,full_refund,low,I bought a voucher last week and it doesn't work. I want my money back.,ai_chatbot,,0.6,8.9,escalated,3,5,0.1,ES
TKT-106146,2026-02-16 17:40:05,chat,billing,promo_code_issue,low,I keep getting charged monthly but I cancelled my subscription.,bpo_vendorA,VA-041,5.8,17.6,escalated,4,8,1.98,UK
